id,order,masc,stim,cond
298,6,5,Slide32.bmp,3
300,1,9,Slide32.bmp,5
300,2,7,Slide32.bmp,5
300,3,5,Slide32.bmp,5
300,4,5,Slide32.bmp,5
300,5,5,Slide32.bmp,5
300,6,3,Slide32.bmp,5
301,1,3,Slide32.bmp,1
301,2,4,Slide32.bmp,1
301,3,5,Slide32.bmp,1
301,4,3,Slide32.bmp,1
301,5,9,Slide32.bmp,1
301,6,4,Slide32.bmp,1
302,1,9,Slide32.bmp,2
302,2,5,Slide32.bmp,2
302,3,2,Slide32.bmp,2
302,4,5,Slide32.bmp,2
302,5,8,Slide32.bmp,2
302,6,3,Slide32.bmp,2
303,1,3,Slide32.bmp,3
303,2,8,Slide32.bmp,3
303,3,6,Slide32.bmp,3
303,4,8,Slide32.bmp,3
303,5,8,Slide32.bmp,3
303,6,2,Slide32.bmp,3
304,1,1,Slide32.bmp,4
304,2,1,Slide32.bmp,4
304,3,6,Slide32.bmp,4
304,4,3,Slide32.bmp,4
304,5,2,Slide32.bmp,4
304,6,2,Slide32.bmp,4
305,1,3,Slide32.bmp,5
305,2,2,Slide32.bmp,5
305,3,5,Slide32.bmp,5
305,4,5,Slide32.bmp,5
305,5,7,Slide32.bmp,5
305,6,2,Slide32.bmp,5
306,1,8,Slide32.bmp,1
306,2,8,Slide32.bmp,1
306,3,5,Slide32.bmp,1
306,4,8,Slide32.bmp,1
306,5,8,Slide32.bmp,1
306,6,5,Slide32.bmp,1
307,1,2,Slide32.bmp,2
307,2,9,Slide32.bmp,2
307,3,7,Slide32.bmp,2
307,4,7,Slide32.bmp,2
307,5,8,Slide32.bmp,2
307,6,2,Slide32.bmp,2
308,1,4,Slide32.bmp,3
308,2,8,Slide32.bmp,3
308,3,5,Slide32.bmp,3
308,4,2,Slide32.bmp,3
308,5,9,Slide32.bmp,3
308,6,9,Slide32.bmp,3
310,1,7,Slide32.bmp,5
310,2,5,Slide32.bmp,5
310,3,4,Slide32.bmp,5
310,4,8,Slide32.bmp,5
310,5,9,Slide32.bmp,5
310,6,3,Slide32.bmp,5
311,1,9,Slide32.bmp,1
311,2,1,Slide32.bmp,1
311,3,9,Slide32.bmp,1
311,4,9,Slide32.bmp,1
311,5,1,Slide32.bmp,1
311,6,9,Slide32.bmp,1
312,1,3,Slide32.bmp,2
312,2,4,Slide32.bmp,2
312,3,4,Slide32.bmp,2
312,4,2,Slide32.bmp,2
312,5,8,Slide32.bmp,2
312,6,5,Slide32.bmp,2
313,1,9,Slide32.bmp,3
313,2,5,Slide32.bmp,3
313,3,1,Slide32.bmp,3
313,4,9,Slide32.bmp,3
313,5,5,Slide32.bmp,3
313,6,1,Slide32.bmp,3
314,1,1,Slide32.bmp,4
314,2,9,Slide32.bmp,4
314,3,9,Slide32.bmp,4
314,4,9,Slide32.bmp,4
314,5,9,Slide32.bmp,4
314,6,5,Slide32.bmp,4
100b,1,9,Slide32.bmp,5
100b,2,5,Slide32.bmp,5
100b,3,6,Slide32.bmp,5
100b,4,5,Slide32.bmp,5
100b,5,4,Slide32.bmp,5
100b,6,4,Slide32.bmp,5
11b,1,8,Slide32.bmp,1
11b,2,7,Slide32.bmp,1
11b,3,8,Slide32.bmp,1
11b,4,7,Slide32.bmp,1
11b,5,9,Slide32.bmp,1
11b,6,9,Slide32.bmp,1
13b,1,1,Slide32.bmp,3
13b,2,7,Slide32.bmp,3
13b,3,2,Slide32.bmp,3
13b,4,9,Slide32.bmp,3
13b,5,9,Slide32.bmp,3
13b,6,5,Slide32.bmp,3
144b,1,9,Slide32.bmp,4
144b,2,1,Slide32.bmp,4
144b,3,5,Slide32.bmp,4
144b,4,1,Slide32.bmp,4
144b,5,9,Slide32.bmp,4
144b,6,9,Slide32.bmp,4
146b,1,1,Slide32.bmp,1
146b,2,9,Slide32.bmp,1
146b,3,5,Slide32.bmp,1
146b,4,1,Slide32.bmp,1
146b,5,4,Slide32.bmp,1
146b,6,9,Slide32.bmp,1
147b,1,2,Slide32.bmp,2
147b,2,6,Slide32.bmp,2
147b,3,3,Slide32.bmp,2
147b,4,5,Slide32.bmp,2
147b,5,3,Slide32.bmp,2
147b,6,2,Slide32.bmp,2
150b,1,1,Slide32.bmp,5
150b,2,8,Slide32.bmp,5
150b,3,1,Slide32.bmp,5
150b,4,5,Slide32.bmp,5
150b,5,5,Slide32.bmp,5
150b,6,1,Slide32.bmp,5
156b,1,2,Slide32.bmp,4
156b,2,2,Slide32.bmp,4
156b,3,7,Slide32.bmp,4
156b,4,9,Slide32.bmp,4
156b,5,2,Slide32.bmp,4
156b,6,2,Slide32.bmp,4
15b,1,1,Slide32.bmp,5
15b,2,1,Slide32.bmp,5
15b,3,9,Slide32.bmp,5
15b,4,9,Slide32.bmp,5
15b,5,5,Slide32.bmp,5
15b,6,5,Slide32.bmp,5
170b,1,9,Slide32.bmp,5
170b,2,9,Slide32.bmp,5
170b,3,9,Slide32.bmp,5
170b,4,1,Slide32.bmp,5
170b,5,9,Slide32.bmp,5
170b,6,9,Slide32.bmp,5
174b,1,8,Slide32.bmp,4
174b,2,6,Slide32.bmp,4
174b,3,8,Slide32.bmp,4
174b,4,6,Slide32.bmp,4
174b,5,2,Slide32.bmp,4
174b,6,2,Slide32.bmp,4
17b,1,3,Slide32.bmp,2
17b,2,5,Slide32.bmp,2
17b,3,9,Slide32.bmp,2
17b,4,3,Slide32.bmp,2
17b,5,5,Slide32.bmp,2
17b,6,7,Slide32.bmp,2
184b,1,2,Slide32.bmp,4
184b,2,9,Slide32.bmp,4
184b,3,2,Slide32.bmp,4
184b,4,8,Slide32.bmp,4
184b,5,8,Slide32.bmp,4
184b,6,4,Slide32.bmp,4
188b,1,1,Slide32.bmp,3
188b,2,1,Slide32.bmp,3
188b,3,1,Slide32.bmp,3
188b,4,1,Slide32.bmp,3
188b,5,5,Slide32.bmp,3
188b,6,5,Slide32.bmp,3
191b,1,3,Slide32.bmp,1
191b,2,4,Slide32.bmp,1
191b,3,5,Slide32.bmp,1
191b,4,5,Slide32.bmp,1
191b,5,8,Slide32.bmp,1
191b,6,3,Slide32.bmp,1
196b,1,1,Slide32.bmp,1
196b,2,9,Slide32.bmp,1
196b,3,9,Slide32.bmp,1
196b,4,1,Slide32.bmp,1
196b,5,5,Slide32.bmp,1
196b,6,5,Slide32.bmp,1
19b,1,1,Slide32.bmp,4
19b,2,9,Slide32.bmp,4
19b,3,1,Slide32.bmp,4
19b,4,8,Slide32.bmp,4
19b,5,1,Slide32.bmp,4
19b,6,4,Slide32.bmp,4
201b,1,1,Slide32.bmp,1
201b,2,3,Slide32.bmp,1
201b,3,3,Slide32.bmp,1
201b,4,7,Slide32.bmp,1
201b,5,5,Slide32.bmp,1
201b,6,2,Slide32.bmp,1
201c,1,8,Slide32.bmp,1
201c,2,5,Slide32.bmp,1
201c,3,9,Slide32.bmp,1
201c,4,9,Slide32.bmp,1
201c,5,9,Slide32.bmp,1
201c,6,5,Slide32.bmp,1
203b,1,9,Slide32.bmp,3
203b,2,5,Slide32.bmp,3
203b,3,9,Slide32.bmp,3
203b,4,9,Slide32.bmp,3
203b,5,9,Slide32.bmp,3
203b,6,5,Slide32.bmp,3
207b,1,1,Slide32.bmp,2
207b,2,8,Slide32.bmp,2
207b,3,5,Slide32.bmp,2
207b,4,1,Slide32.bmp,2
207b,5,9,Slide32.bmp,2
207b,6,5,Slide32.bmp,2
211b,1,1,Slide32.bmp,1
211b,2,9,Slide32.bmp,1
211b,3,4,Slide32.bmp,1
211b,4,8,Slide32.bmp,1
211b,5,6,Slide32.bmp,1
211b,6,9,Slide32.bmp,1
216b,1,6,Slide32.bmp,1
216b,2,7,Slide32.bmp,1
216b,3,5,Slide32.bmp,1
216b,4,7,Slide32.bmp,1
216b,5,8,Slide32.bmp,1
216b,6,7,Slide32.bmp,1
218b,1,8,Slide32.bmp,3
218b,2,9,Slide32.bmp,3
218b,3,9,Slide32.bmp,3
218b,4,3,Slide32.bmp,3
218b,5,9,Slide32.bmp,3
218b,6,9,Slide32.bmp,3
222b,1,1,Slide32.bmp,2
222b,2,9,Slide32.bmp,2
222b,3,5,Slide32.bmp,2
222b,4,7,Slide32.bmp,2
222b,5,7,Slide32.bmp,2
222b,6,7,Slide32.bmp,2
231b,1,9,Slide32.bmp,1
231b,2,9,Slide32.bmp,1
231b,3,9,Slide32.bmp,1
231b,4,9,Slide32.bmp,1
231b,5,5,Slide32.bmp,1
231b,6,7,Slide32.bmp,1
237b,1,8,Slide32.bmp,2
237b,2,7,Slide32.bmp,2
237b,3,7,Slide32.bmp,2
237b,4,8,Slide32.bmp,2
237b,5,8,Slide32.bmp,2
237b,6,8,Slide32.bmp,2
244b,1,1,Slide32.bmp,4
244b,2,1,Slide32.bmp,4
244b,3,9,Slide32.bmp,4
244b,4,5,Slide32.bmp,4
244b,5,5,Slide32.bmp,4
244b,6,9,Slide32.bmp,4
248b,1,9,Slide32.bmp,3
248b,2,9,Slide32.bmp,3
248b,3,7,Slide32.bmp,3
248b,4,9,Slide32.bmp,3
248b,5,9,Slide32.bmp,3
248b,6,6,Slide32.bmp,3
254b,1,1,Slide32.bmp,4
254b,2,9,Slide32.bmp,4
254b,3,6,Slide32.bmp,4
254b,4,7,Slide32.bmp,4
254b,5,9,Slide32.bmp,4
254b,6,9,Slide32.bmp,4
260b,1,9,Slide32.bmp,5
260b,2,4,Slide32.bmp,5
260b,3,6,Slide32.bmp,5
260b,4,5,Slide32.bmp,5
260b,5,8,Slide32.bmp,5
260b,6,4,Slide32.bmp,5
266b,1,6,Slide32.bmp,1
266b,2,8,Slide32.bmp,1
266b,3,4,Slide32.bmp,1
266b,4,6,Slide32.bmp,1
266b,5,3,Slide32.bmp,1
266b,6,5,Slide32.bmp,1
269b,1,1,Slide32.bmp,4
269b,2,2,Slide32.bmp,4
269b,3,7,Slide32.bmp,4
269b,4,5,Slide32.bmp,4
269b,5,6,Slide32.bmp,4
269b,6,7,Slide32.bmp,4
282b,1,9,Slide32.bmp,2
282b,2,1,Slide32.bmp,2
282b,3,5,Slide32.bmp,2
282b,4,9,Slide32.bmp,2
282b,5,5,Slide32.bmp,2
282b,6,5,Slide32.bmp,2
288b,1,1,Slide32.bmp,3
288b,2,5,Slide32.bmp,3
288b,3,2,Slide32.bmp,3
288b,4,2,Slide32.bmp,3
288b,5,5,Slide32.bmp,3
288b,6,1,Slide32.bmp,3
292b,1,5,Slide32.bmp,2
292b,2,8,Slide32.bmp,2
292b,3,3,Slide32.bmp,2
292b,4,7,Slide32.bmp,2
292b,5,7,Slide32.bmp,2
292b,6,5,Slide32.bmp,2
297b,1,7,Slide32.bmp,2
297b,2,6,Slide32.bmp,2
297b,3,5,Slide32.bmp,2
297b,4,4,Slide32.bmp,2
297b,5,5,Slide32.bmp,2
297b,6,7,Slide32.bmp,2
303b,1,3,Slide32.bmp,3
303b,2,8,Slide32.bmp,3
303b,3,6,Slide32.bmp,3
303b,4,8,Slide32.bmp,3
303b,5,8,Slide32.bmp,3
303b,6,2,Slide32.bmp,3
307b,1,2,Slide32.bmp,2
307b,2,9,Slide32.bmp,2
307b,3,7,Slide32.bmp,2
307b,4,7,Slide32.bmp,2
307b,5,8,Slide32.bmp,2
307b,6,2,Slide32.bmp,2
313b,1,9,Slide32.bmp,3
313b,2,5,Slide32.bmp,3
313b,3,1,Slide32.bmp,3
313b,4,9,Slide32.bmp,3
313b,5,5,Slide32.bmp,3
313b,6,1,Slide32.bmp,3
46b,1,9,Slide32.bmp,1
46b,2,9,Slide32.bmp,1
46b,3,4,Slide32.bmp,1
46b,4,9,Slide32.bmp,1
46b,5,9,Slide32.bmp,1
46b,6,4,Slide32.bmp,1
66b,1,4,Slide32.bmp,1
66b,2,4,Slide32.bmp,1
66b,3,4,Slide32.bmp,1
66b,4,6,Slide32.bmp,1
66b,5,4,Slide32.bmp,1
66b,6,5,Slide32.bmp,1
75b,1,3,Slide32.bmp,5
75b,2,8,Slide32.bmp,5
75b,3,5,Slide32.bmp,5
75b,4,6,Slide32.bmp,5
75b,5,5,Slide32.bmp,5
75b,6,5,Slide32.bmp,5
