Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,load,maspref,vmaspref,nfcp,nfcn,fii,icp,icn,nfc,ic
,,,,,,,,,,,,,,,,,,
21,1,1,14,9,8,8,Slide32.bmp,4570,2,0,2,7,6,20,13,16,1,-3
,,,,,,,,,,,,,,,,,,
21,1,1,62,6,8,8,Slide28.bmp,5282,2,8,0,7,6,20,13,16,1,-3
,,,,,,,,,,,,,,,,,,
21,1,1,23,5,2,2,Slide22.bmp,9480,2,2,0,7,6,20,13,16,1,-3
,,,,,,,,,,,,,,,,,,
22,1,1,66,41,9,9,Slide32.bmp,919,2,0,1,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,49,38,9,9,Slide26.bmp,1873,2,9,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,11,37,5,5,Slide21.bmp,4285,2,5,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,53,33,5,5,Slide32.bmp,310,6,0,5,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,10,30,3,3,Slide20.bmp,2180,6,3,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,63,29,4,4,Slide29.bmp,3971,6,6,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,27,17,5,5,Slide32.bmp,785,4,0,5,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,62,14,7,7,Slide28.bmp,2840,4,7,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,24,13,1,1,Slide23.bmp,1689,4,9,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,14,9,1,1,Slide32.bmp,2443,1,0,9,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,23,6,1,1,Slide22.bmp,5828,1,1,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
22,1,1,36,5,5,5,Slide24.bmp,6941,1,5,0,11,6,23,12,19,5,-7
,,,,,,,,,,,,,,,,,,
23,1,1,66,41,4,4,Slide32.bmp,1518,1,0,6,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,62,38,8,8,Slide28.bmp,4634,1,8,0,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,50,37,8,8,Slide27.bmp,8286,1,2,0,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,40,25,1,1,Slide32.bmp,533,2,0,9,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,10,22,8,8,Slide20.bmp,2816,2,8,0,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,11,21,8,8,Slide21.bmp,4228,2,2,0,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,27,17,5,5,Slide32.bmp,619,4,0,5,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,24,14,8,8,Slide23.bmp,3194,4,2,0,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
23,1,1,63,13,8,8,Slide29.bmp,2718,4,2,0,7,5,18,20,8,2,12
,,,,,,,,,,,,,,,,,,
24,1,1,27,17,2,2,Slide32.bmp,3678,6,0,2,5,7,20,11,14,-2,-3
,,,,,,,,,,,,,,,,,,
24,1,1,23,14,3,3,Slide22.bmp,6127,6,3,0,5,7,20,11,14,-2,-3
,,,,,,,,,,,,,,,,,,
24,1,1,10,13,3,3,Slide20.bmp,5363,6,3,0,5,7,20,11,14,-2,-3
,,,,,,,,,,,,,,,,,,
24,1,1,14,9,4,4,Slide32.bmp,3912,1,0,6,5,7,20,11,14,-2,-3
,,,,,,,,,,,,,,,,,,
24,1,1,63,6,5,5,Slide29.bmp,10460,1,5,0,5,7,20,11,14,-2,-3
,,,,,,,,,,,,,,,,,,
24,1,1,49,5,3,3,Slide26.bmp,16378,1,3,0,5,7,20,11,14,-2,-3
,,,,,,,,,,,,,,,,,,
25,1,1,66,41,5,5,Slide32.bmp,2135,7,0,5,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,37,38,1,1,Slide25.bmp,4456,7,9,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,62,37,9,9,Slide28.bmp,3855,7,9,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,53,33,9,9,Slide32.bmp,2211,4,0,9,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,36,30,7,7,Slide24.bmp,3602,4,7,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,49,29,7,7,Slide26.bmp,7532,4,7,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,40,25,1,1,Slide32.bmp,617,2,0,9,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,10,22,2,2,Slide20.bmp,6814,2,2,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,24,21,2,2,Slide23.bmp,4636,2,8,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,27,17,9,9,Slide32.bmp,2049,1,0,9,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,23,14,6,6,Slide22.bmp,9469,1,6,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,11,13,5,5,Slide21.bmp,7683,1,5,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,14,9,8,8,Slide32.bmp,3094,6,0,2,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,50,6,5,5,Slide27.bmp,11454,6,5,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
25,1,1,63,5,3,3,Slide29.bmp,9065,6,7,0,4,7,17,15,10,-3,5
,,,,,,,,,,,,,,,,,,
26,1,1,66,41,1,1,Slide32.bmp,670,2,0,9,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,24,38,2,2,Slide23.bmp,2012,2,8,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,23,37,6,6,Slide22.bmp,3975,2,6,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,40,25,1,1,Slide32.bmp,672,4,0,9,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,62,22,9,9,Slide28.bmp,2948,4,9,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,10,21,1,1,Slide20.bmp,4419,4,1,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,27,17,1,1,Slide32.bmp,877,6,0,1,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,49,14,8,8,Slide26.bmp,6461,6,8,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,50,13,2,2,Slide27.bmp,3543,6,8,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,14,9,4,4,Slide32.bmp,6135,1,0,6,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,63,6,2,2,Slide29.bmp,5110,1,8,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
26,1,1,37,5,1,1,Slide25.bmp,7145,1,9,0,3,6,15,13,18,-3,-5
,,,,,,,,,,,,,,,,,,
27,1,1,66,41,1,1,Slide32.bmp,1005,1,0,9,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,10,38,5,5,Slide20.bmp,3832,1,5,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,24,37,2,2,Slide23.bmp,2646,1,8,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,53,33,9,9,Slide32.bmp,2946,2,0,9,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,36,30,7,7,Slide24.bmp,3225,2,7,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,49,29,8,8,Slide26.bmp,3304,2,8,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,40,25,1,1,Slide32.bmp,2010,7,0,9,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,23,22,5,5,Slide22.bmp,2512,7,5,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,37,21,3,3,Slide25.bmp,3776,7,7,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,27,17,2,2,Slide32.bmp,711,6,0,2,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,63,14,1,1,Slide29.bmp,2256,6,9,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,62,13,7,7,Slide28.bmp,2342,6,7,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,14,9,1,1,Slide32.bmp,2052,4,0,9,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,50,6,7,7,Slide27.bmp,4510,4,3,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
27,1,1,11,5,4,4,Slide21.bmp,11636,4,6,0,5,7,25,19,11,-2,8
,,,,,,,,,,,,,,,,,,
28,1,1,66,41,5,5,Slide32.bmp,1225,1,0,5,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,37,38,9,9,Slide25.bmp,4886,1,1,0,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,36,37,5,5,Slide24.bmp,13048,1,5,0,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,53,33,6,6,Slide32.bmp,3576,2,0,6,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,50,30,6,6,Slide27.bmp,5199,2,4,0,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,23,29,1,1,Slide22.bmp,2424,2,1,0,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,40,25,1,1,Slide32.bmp,2275,4,0,9,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,24,22,4,4,Slide23.bmp,15029,4,6,0,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
28,1,1,62,21,6,6,Slide28.bmp,13062,4,6,0,6,6,24,18,12,0,6
,,,,,,,,,,,,,,,,,,
29,1,1,66,41,1,1,Slide32.bmp,668,1,0,9,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,37,38,1,1,Slide25.bmp,1933,1,9,0,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,50,37,1,1,Slide27.bmp,3184,1,9,0,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,53,33,9,9,Slide32.bmp,1259,2,0,9,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,49,30,3,3,Slide26.bmp,3871,2,3,0,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,10,29,4,4,Slide20.bmp,8628,2,4,0,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,27,17,8,8,Slide32.bmp,2524,6,0,8,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,36,14,7,7,Slide24.bmp,2976,6,7,0,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
29,1,1,62,13,7,7,Slide28.bmp,3478,6,7,0,7,7,19,19,7,0,12
,,,,,,,,,,,,,,,,,,
30,1,1,66,41,1,1,Slide32.bmp,641,2,0,9,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,10,38,1,1,Slide20.bmp,4743,2,1,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,62,37,9,9,Slide28.bmp,6723,2,9,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,53,33,2,2,Slide32.bmp,1777,4,0,2,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,49,30,7,7,Slide26.bmp,3206,4,7,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,37,29,2,2,Slide25.bmp,6032,4,8,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,40,25,1,1,Slide32.bmp,273,7,0,9,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,24,22,1,1,Slide23.bmp,1956,7,9,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,23,21,5,5,Slide22.bmp,1865,7,5,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,27,17,8,8,Slide32.bmp,1644,1,0,8,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,11,14,5,5,Slide21.bmp,7665,1,5,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,63,13,2,2,Slide29.bmp,4260,1,8,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,14,9,3,3,Slide32.bmp,2694,6,0,7,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,36,6,6,6,Slide24.bmp,4677,6,6,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
30,1,1,50,5,9,9,Slide27.bmp,6467,6,1,0,7,5,21,18,6,2,12
,,,,,,,,,,,,,,,,,,
31,1,1,66,41,1,1,Slide32.bmp,610,2,0,9,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,36,38,9,9,Slide24.bmp,1230,2,9,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,11,37,9,9,Slide21.bmp,1929,2,1,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,53,33,1,1,Slide32.bmp,697,6,0,1,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,49,30,9,9,Slide26.bmp,1475,6,9,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,23,29,9,9,Slide22.bmp,1675,6,9,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,40,25,9,9,Slide32.bmp,1104,1,0,1,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,10,22,1,1,Slide20.bmp,1683,1,1,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,62,21,9,9,Slide28.bmp,2104,1,9,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,14,9,1,1,Slide32.bmp,1496,4,0,9,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,63,6,1,1,Slide29.bmp,2149,4,9,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
31,1,1,37,5,1,1,Slide25.bmp,7659,4,9,0,7,10,25,19,12,-3,7
,,,,,,,,,,,,,,,,,,
32,1,1,66,41,2,2,Slide32.bmp,2180,7,0,8,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,23,38,4,4,Slide22.bmp,4244,7,4,0,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,37,37,7,7,Slide25.bmp,13799,7,3,0,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,53,33,1,1,Slide32.bmp,1220,1,0,1,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,11,30,5,5,Slide21.bmp,10496,1,5,0,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,63,29,1,1,Slide29.bmp,4139,1,9,0,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,40,25,1,1,Slide32.bmp,1852,2,0,9,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,62,22,4,4,Slide28.bmp,9007,2,4,0,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
32,1,1,49,21,6,6,Slide26.bmp,7714,2,6,0,10,7,24,16,7,3,9
,,,,,,,,,,,,,,,,,,
33,1,1,66,41,2,2,Slide32.bmp,1126,4,0,8,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,50,38,8,8,Slide27.bmp,4593,4,2,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,24,37,2,2,Slide23.bmp,5250,4,8,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,53,33,9,9,Slide32.bmp,3386,2,0,9,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,62,30,8,8,Slide28.bmp,5819,2,8,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,36,29,8,8,Slide24.bmp,5668,2,8,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,40,25,2,2,Slide32.bmp,818,6,0,8,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,49,22,8,8,Slide26.bmp,3225,6,8,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,11,21,2,2,Slide21.bmp,3488,6,8,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,27,17,8,8,Slide32.bmp,5822,1,0,8,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,23,14,5,5,Slide22.bmp,12971,1,5,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
33,1,1,37,13,2,2,Slide25.bmp,9174,1,8,0,6,6,19,20,6,0,14
,,,,,,,,,,,,,,,,,,
34,1,1,66,41,1,1,Slide32.bmp,1826,4,0,9,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,11,38,1,1,Slide21.bmp,9667,4,9,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,24,37,1,1,Slide23.bmp,2854,4,9,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,53,33,7,7,Slide32.bmp,3140,1,0,7,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,23,30,3,3,Slide22.bmp,7147,1,3,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,37,29,4,4,Slide25.bmp,6130,1,6,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,40,25,1,1,Slide32.bmp,1540,2,0,9,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,10,22,7,7,Slide20.bmp,4866,2,7,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,62,21,9,9,Slide28.bmp,3367,2,9,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,27,17,9,9,Slide32.bmp,3047,6,0,9,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,50,14,2,2,Slide27.bmp,6259,6,8,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,63,13,1,1,Slide29.bmp,2767,6,9,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,14,9,2,2,Slide32.bmp,6241,7,0,8,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,36,6,9,9,Slide24.bmp,5937,7,9,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
34,1,1,49,5,6,6,Slide26.bmp,13725,7,6,0,3,9,20,21,8,-6,13
,,,,,,,,,,,,,,,,,,
35,1,1,53,33,6,6,Slide32.bmp,778,4,0,6,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,24,30,3,3,Slide23.bmp,1879,4,7,0,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,63,29,2,2,Slide29.bmp,4398,4,8,0,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,40,25,5,5,Slide32.bmp,372,1,0,5,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,11,22,5,5,Slide21.bmp,2777,1,5,0,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,23,21,4,4,Slide22.bmp,3150,1,4,0,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,27,17,7,7,Slide32.bmp,1762,2,0,7,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,49,14,8,8,Slide26.bmp,3516,2,8,0,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
35,1,1,10,13,3,3,Slide20.bmp,6942,2,3,0,6,5,15,19,17,1,2
,,,,,,,,,,,,,,,,,,
36,1,1,66,41,3,3,Slide32.bmp,275,2,0,7,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,11,38,5,5,Slide21.bmp,4451,2,5,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,36,37,6,6,Slide24.bmp,2486,2,6,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,40,25,4,4,Slide32.bmp,365,7,0,6,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,37,22,5,5,Slide25.bmp,1378,7,5,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,23,21,5,5,Slide22.bmp,5890,7,5,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,27,17,4,4,Slide32.bmp,594,4,0,4,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,49,14,5,5,Slide26.bmp,3693,4,5,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,62,13,6,6,Slide28.bmp,2836,4,6,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,14,9,5,5,Slide32.bmp,4713,1,0,5,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,63,6,3,3,Slide29.bmp,5139,1,7,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
36,1,1,50,5,7,7,Slide27.bmp,7172,1,3,0,11,4,20,15,18,7,-3
,,,,,,,,,,,,,,,,,,
37,1,1,53,33,3,3,Slide32.bmp,1587,1,0,3,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,11,30,9,9,Slide21.bmp,2137,1,1,0,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,36,29,9,9,Slide24.bmp,2734,1,9,0,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,40,25,3,3,Slide32.bmp,2039,2,0,7,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,50,22,9,9,Slide27.bmp,7837,2,1,0,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,10,21,2,2,Slide20.bmp,3539,2,2,0,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,14,9,9,9,Slide32.bmp,2502,6,0,1,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,37,6,9,9,Slide25.bmp,4169,6,1,0,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
37,1,1,63,5,9,9,Slide29.bmp,5823,6,1,0,9,9,23,16,20,0,-4
,,,,,,,,,,,,,,,,,,
38,1,1,66,41,1,1,Slide32.bmp,317,2,0,9,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,36,38,9,9,Slide24.bmp,2163,2,9,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,50,37,1,1,Slide27.bmp,2019,2,9,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,53,33,1,1,Slide32.bmp,533,4,0,1,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,62,30,8,8,Slide28.bmp,1703,4,8,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,23,29,5,5,Slide22.bmp,6091,4,5,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,40,25,1,1,Slide32.bmp,1388,1,0,9,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,37,22,2,2,Slide25.bmp,3545,1,8,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,11,21,4,4,Slide21.bmp,5244,1,6,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,14,9,1,1,Slide32.bmp,2927,6,0,9,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,49,6,8,8,Slide26.bmp,8275,6,8,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
38,1,1,24,5,5,5,Slide23.bmp,43294,6,5,0,10,7,18,15,15,3,0
,,,,,,,,,,,,,,,,,,
39,1,1,53,33,8,8,Slide32.bmp,318,6,0,8,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,36,30,8,8,Slide24.bmp,6346,6,8,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,62,29,8,8,Slide28.bmp,1913,6,8,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,40,25,3,3,Slide32.bmp,1606,4,0,7,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,11,22,2,2,Slide21.bmp,2257,4,8,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,10,21,4,4,Slide20.bmp,2060,4,4,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,27,17,8,8,Slide32.bmp,1858,1,0,8,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,37,14,3,3,Slide25.bmp,2119,1,7,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,23,13,5,5,Slide22.bmp,4462,1,5,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,14,9,7,7,Slide32.bmp,3823,2,0,3,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,24,6,3,3,Slide23.bmp,4506,2,7,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
39,1,1,49,5,5,5,Slide26.bmp,6963,2,5,0,8,10,16,15,14,-2,1
,,,,,,,,,,,,,,,,,,
40,1,1,53,33,5,5,Slide32.bmp,511,2,0,5,6,8,23,18,8,-2,10
,,,,,,,,,,,,,,,,,,
40,1,1,63,30,8,8,Slide29.bmp,3246,2,2,0,6,8,23,18,8,-2,10
,,,,,,,,,,,,,,,,,,
40,1,1,11,29,3,3,Slide21.bmp,5812,2,7,0,6,8,23,18,8,-2,10
,,,,,,,,,,,,,,,,,,
40,1,1,27,17,1,1,Slide32.bmp,492,1,0,1,6,8,23,18,8,-2,10
,,,,,,,,,,,,,,,,,,
40,1,1,24,14,4,4,Slide23.bmp,3553,1,6,0,6,8,23,18,8,-2,10
,,,,,,,,,,,,,,,,,,
